time,Adult_Susceptible,Adult_Exposed,Adult_Infected,Adult_Hospitalizations,Adult_Critical,Adult_Recovered,Adult_Dead,new_E_a,new_I_a,new_H_a,new_C_a,new_D_a,Elderly_Susceptible,Elderly_Exposed,Elderly_Infected,Elderly_Hospitalizations,Elderly_Critical,Elderly_Recovered,Elderly_Dead,new_E_e,new_I_e,new_H_e,new_C_e,new_D_e,Pediatric_Susceptible,Pediatric_Exposed,Pediatric_Infected,Pediatric_Hospitalizations,Pediatric_Critical,Pediatric_Recovered,Pediatric_Dead,new_E_p,new_I_p,new_H_p,new_C_p,new_D_p,Total_Susceptible,Total_Exposed,Total_Infected,Total_Hospitalizations,Total_Critical,Total_Recovered,Total_Dead,new_E_all,new_I_all,new_H_all,new_C_all,new_D_all,Population
23,143200.9688212952,922.4518122756648,255.95294862976297,0.8387884793113142,0.033480238494716465,95.82896797306961,0.001181108529231662,667.5799932490481,187.75904258934958,0.5935633508087333,0.02050913193761974,6.109948008143329e-4,36683.48852167575,179.2922418202566,48.43288917569555,0.6784841674057468,0.04391551681646305,16.34614261781288,0.003805026267625502,131.35771207157677,36.121009478591574,0.4950571177434037,0.028675856711716446,0.0022154144974472633,220453.0560547685,796.792966820949,212.77126572044278,0.0055708019897448965,7.203054319639298e-5,73.9540688304429,1.0271351694938548e-6,587.6816465877891,159.5056084135267,0.0040872668173137,4.74416637693287e-5,6.06651116500535e-7,400337.51339773944,1898.5370209168702,517.1571035259013,1.5228434487068059,0.0774677858543759,186.1291794213254,0.0049871619320266585,1386.619351908414,383.3856604814679,1.0927077353694508,0.049232430313105514,0.002827015949378097,402921.94200000004
24,149623.17935834234,1732.7355542394916,520.2972255319186,1.7660780153925522,0.07084785835941657,202.0284631038372,0.002472908684034068,1180.793462952849,371.50972098902224,1.2395550885053341,0.043601477807963106,0.0012918001548024062,38385.66230797589,347.32815991708736,101.2241245596899,1.4841815664209395,0.09920960380536718,36.07314857492603,0.008867802183091612,241.42021369985832,73.38429560302757,1.0640271869166997,0.0637963223618187,0.005062775915466109,230999.51977879615,1580.1247320641976,451.5957898066209,0.012334933972973458,1.6474358811763247e-4,165.14719722392834,2.4315318964544887e-6,1113.3562759723354,330.0245107290869,0.008899272227045308,1.067570121908373e-4,1.404396726960634e-6,419008.36144511437,3660.1884462207763,1073.1171398982294,3.262594515786465,0.1702222057529014,403.2488089026916,0.011343142399022134,2535.569952625043,774.9185273211367,2.312481547649079,0.10750455718197265,0.006355980466995476,424128.36000000004
25,193619.20497154095,2724.2960166864987,950.4597330082361,3.5125468317720667,0.14700420951520488,406.4785435825663,0.005184140494411417,1621.998386801396,636.4379243543888,2.3856970461586235,0.08923760769464113,0.0027112318103773487,49691.04695484599,572.6775712003979,191.20916664000205,3.047672060058312,0.21544897784741793,75.22711495521425,0.020071320492909883,356.17935312989925,130.82994184658875,2.1103909602275683,0.1350541442825493,0.01120351830981827,299221.70983651315,2709.711892138854,874.1925223108908,0.025757238645392286,3.6255933852989914e-4,349.67962366037483,5.578752001219959e-6,1736.7299422830029,607.1427822083464,0.018008063701616027,2.2928795145985996e-4,3.1472201047654702e-6,542531.9617629001,6006.685480025751,2015.8614219591288,6.585976130475771,0.3628157467011527,831.3852821981553,0.02526103973932252,3714.907682214298,1374.410648409324,4.514096070087808,0.2245210399286503,0.013917897340300384,551366.868
26,237648.52707073983,3428.4934223783525,1492.9795376577486,6.329704943437201,0.28912877048785224,751.4984753024934,0.010660207681223513,1588.7019008011102,890.5044951092564,4.024587434111009,0.16854260124242407,0.0054760671868120964,60962.28510232974,769.3171381578499,313.332436539479,5.678444318443745,0.43934564113941516,143.91192678282272,0.04360623052995942,390.32585251625164,193.6862855587996,3.697523391572721,0.2634203171810173,0.023534910037049536,367102.29043983866,3845.6914342104433,1483.3841325090673,0.049139229759375,7.518816474386302e-4,682.8240900401338,1.2290327085661813e-5,2078.339396674516,942.3598546029267,0.03251075230904502,4.564380597531156e-4,6.711575084441853e-6,665713.1026129082,8043.501994746646,3289.696106706295,12.057288491640321,0.7292262932747061,1578.2344921254498,0.05427872853826859,4057.367149991878,2026.5506352709826,7.754621577992776,0.4324193564831945,0.029017688798946072,678605.376
27,289739.3037286108,3555.7339363068645,2001.1502735342694,10.096007548361142,0.5238205200390439,1249.327261751469,0.020971728243212136,1130.251342129038,1010.0108282005261,5.804050360215912,0.2844340163383601,0.010311520561988623,74247.9951191358,853.8587398337689,440.2856580483499,9.392191107945834,0.822648509201466,247.72219814373526,0.08944522119619719,319.44798319393476,234.9063815180157,5.577741867429443,0.4602831727835021,0.04583899066623776,446813.28088762204,4541.48001675299,2173.034831055061,0.08372088179765345,0.0014379197370292505,1205.099080153494,2.561486563463199e-5,1907.7495522165714,1211.960969674025,0.05096732153988537,8.192834750803459e-4,1.332453854897018e-5,810800.5797353686,8951.072692893624,4614.47076263768,19.571919538104627,1.3479069489775393,2702.148540048698,0.11044256430504396,3357.448877539544,2456.878179392567,11.43275954918524,0.7455364725969426,0.05616383576677536,827050.302
28,380281.64108115196,3280.7851110982792,2355.0899228229428,14.297686831135492,0.8634733189778465,1871.4880040799826,0.03872069676617668,693.7106474588377,980.6594726674232,7.248443892272001,0.42526997968262026,0.01774896852296454,97352.08849782399,830.3341713224136,541.7020815719336,13.794741171790895,1.3995111743986774,383.80409333031434,0.17090360516354855,219.03462131181703,242.55918982317243,7.292641687264682,0.7136608666864486,0.08145838396735136,585266.0640899704,4677.713347614369,2789.604767745317,0.12701400300306565,0.0025061124300089013,1917.3082247152918,4.9839189239724566e-5,1465.0567976516531,1328.823466790274,0.06950183978602358,0.0013104359290305693,2.4224323605092576e-5,1062899.7936689463,8788.83263003506,5686.396772140193,28.21944200592945,2.265490605806533,4172.600322125589,0.20967414111896493,2377.8020664223077,2552.0421292808696,14.610587419322707,1.1402412822980994,0.09923157681392099,1081527.318
29,448208.9464512403,2907.64871680099,2534.592648064069,18.333485085608654,1.2997320865015534,2569.352404459141,0.06656226345539419,499.73062991167166,881.8670242089609,8.123456413869716,0.5705581269954106,0.02784156668921751,114690.76572836118,756.8058317460916,604.2590352187709,18.28711449801922,2.169645876714697,543.050035299612,0.3026089996108612,153.66876946280567,227.1971090391276,8.506835045266257,0.9913158802163857,0.13170539444731263,689122.43575014,4450.317055584205,3233.906115898981,0.1738374700008703,0.003984279229472935,2782.36316664178,8.9985810784217e-5,1082.0083398303984,1309.4046318605624,0.08441612729598291,0.0018796330149089121,4.014662154449243e-5,1252022.1479297415,8114.771604131287,6372.757799181822,36.79443705362875,3.4733622424457233,5894.765606400532,0.3692612488770396,1735.4077392048757,2418.4687651086506,16.714707586431956,1.5637536402267052,0.15958710775807464,1272385.08
30,554069.3431548604,2711.405263883272,2592.1963860752753,21.79597932319299,1.8082299620498514,3299.6402775117704,0.10670838408938475,581.6592963798756,791.9027492975939,8.492896233880682,0.7021490850025703,0.04014612063399056,141754.2411466787,697.2955754233637,633.2104961924532,22.360048371375825,3.0994900656776494,715.2513752225487,0.4978680459085858,146.84058168250763,206.35083800523552,9.166272621526133,1.2577550205305055,0.19525904629772464,851417.3070068549,4166.003577186993,3495.665022932492,0.2188455348455147,0.005832633422448129,3747.479563861687,1.5099558694918e-4,942.6087432850397,1226.9222216822516,0.0941771039371427,0.0024584519546249164,6.1009776164963e-5,1547240.891308394,7574.704416493629,6721.0719052002205,44.374873229414334,4.913552661149949,7762.371216596006,0.6047274255849198,1671.108621347423,2225.175808985081,17.753345959343957,1.9623625574877006,0.23546617670788017,1569274.932
31,648738.8767003552,5891.846881287104,2836.557037724469,24.737353914549804,2.360121874927994,4053.809256411386,0.16064843244710986,4169.518454505232,1002.0768371013991,8.759560754884731,0.8120788282001553,0.05394004835772511,166170.08202542146,1308.4147821270376,687.57166453228206,25.90150192741026,4.138802435884594,895.8025088199307,0.766714735992107,850.8811212572114,239.76191455353757,9.57847775438614,1.4908035607040635,0.2688466900835212,998774.3029637864,7017.117285350569,3832.7020316253465,0.2596550114816896,0.007965649258731007,4779.949861592244,2.3698466393790255e-4,4220.664043068502,1369.5503349049266,0.10066760875957377,0.002992906606169943,8.598907698872255e-5,1813683.261689563,14217.37894876471,7356.830733882098,50.898510853441756,6.506889960071319,9729.56162682356,0.9276001531031548,9241.063618830945,2611.3890865598632,18.438706118030446,2.305875295510389,0.32287272751823504,1844958.3660000002
32,802376.6310311112,9489.73088633883,4279.575632196415,29.58396439404748,2.964535479548252,5053.7165031141285,0.22944736582029293,6025.32966924391,2448.445664192184,11.561001732754429,0.9362522636618356,0.06879893337318307,205380.29409284648,2332.6206463689596,1027.8852393932862,31.250521996325848,5.294514190557139,1129.6903262729347,1.116658931469448,1605.2619325749927,581.0560683330708,12.41260461747634,1.743395120258188,0.3499441954773409,1233911.9764192388,13500.080402555086,5733.099665649372,0.3170556554525065,0.010387795581712295,6115.0757178395315,3.5126612545246274e-4,9718.546544547535,3235.5834273430182,0.12869986273335032,0.0035649609381266712,1.1428146151456017e-4,2241668.9015431968,25322.431935262874,11040.560537239073,61.151542045825835,8.269437465687103,12298.482547226595,1.3464575634151934,17349.138146366437,6265.085159868272,24.10230621296412,2.6832123448581506,0.41885741031203855,2290293.1440000003
33,887826.3420347718,12261.462945101626,5865.8361632668775,37.71788069494106,3.7100450345799456,6485.0953621584795,0.31556897171783344,5786.33699633943,3026.6049375766333,16.483070187978708,1.1607394077658737,0.08612160589754053,227445.24714158048,2867.9847997996094,1404.4069580276162,40.20335846386105,6.730697560622893,1465.1451291143815,1.5619154534239013,1258.1749512659842,722.8107978353343,17.817660906829936,2.18393111809334,0.4452565219544534,1367196.465736704,16012.577056422306,7907.502483246069,0.4117991508058451,0.01342847283500294,8061.428996725894,4.992781671906194e-4,6633.350682534916,4120.854028667695,0.18515944876678161,0.004520797670672151,1.4801204173815673e-4,2482468.054913056,31142.02480132354,15177.745604540562,78.33303830960794,10.454171068037843,16011.669487998754,1.8779837033089255,13677.862630140331,7870.269764079662,34.48589054357542,3.349191323529886,0.5315261398937321,2544770.16
34,1020462.6380390669,20003.269261724447,8009.172988735078,49.23607153572226,4.683455281054931,8427.13230736374,0.423876293039479,11820.779995704868,4097.973679082046,22.309372206951522,1.495176084170617,0.10830732132164554,261602.01925127563,4674.945484062953,1902.8276019813097,52.636724435063194,8.610208082892402,1916.3971158777254,2.1296142844277606,2771.5138903048564,964.5532060415129,23.957130922780035,2.8328845938995357,0.5676988310038592,1573721.1394740858,25664.630858660283,10649.411718859892,0.5407694904083262,0.01742595413080928,10679.239061986491,6.909631698484772e-4,15011.906262618273,5359.852460380297,0.2472569660501771,0.005914331322384802,1.9168500265785774e-4,2855785.7967644283,50342.845604447684,20561.41230957628,102.41356546119378,13.311089318078142,21022.768485227956,2.554181540637088,29604.200148628,10422.379345503856,46.513760095781734,4.333975009392538,0.6761978373281626,2947692.1020000004
35,1137994.7604618727,25072.674878483846,11845.232846726924,67.09161383540705,6.005221126190082,11238.297236482476,0.5617414724629763,11718.945577194205,6666.539960434807,32.22882447354294,1.9851598250147229,0.13786517942349735,291604.90927195473,6106.677524379015,2834.6879629923546,71.89402399402965,11.156790111206611,2568.4784735040485,2.8599530646128826,3038.2079793208945,1606.475939004832,34.63699147512748,3.773090144180624,0.7303387801851219,1753607.5010589433,34900.431235456505,15960.533895969626,0.7379165676727479,0.022824076210950627,14462.692128328701,9.406580659440081e-4,18330.57841514239,9094.778038346169,0.35504849808635325,0.007895071041096574,2.496948960955309e-4,3183207.1707927706,66079.78363831936,30640.454705688902,139.72355439710944,17.184835313607643,28269.467838315228,3.422635195141803,33087.731971657486,17367.793937785806,67.22086444675678,5.766145040236443,0.8684536545047147,3308201.208
36,1305673.3378731895,25155.629116673786,15103.040260382708,91.40400269981795,7.860808186159857,15084.703151279415,0.7407875886879044,7190.514588683254,7130.560350493315,44.03259648436765,2.715951178005341,0.17904611622492808,334571.6786685423,6098.927883123354,3646.4949028014107,98.51486961642189,14.740247532150745,3469.1529975974418,3.816430786940234,1735.8926034124531,1743.642244668114,47.81388761464823,5.189739465107576,0.9564777223273516,2011672.5261799053,34982.151707286,20716.17056160667,1.013054136660294,0.030407602387399143,19735.88681871442,0.001270748684665779,10110.834879038028,10029.114407208535,0.4928262162608696,0.01088443236366617,3.3009061872177087e-4,3651917.542721637,66236.70870708313,39465.70572479079,190.93192645290014,22.631463320698,38289.74296759128,4.558489124312804,19037.242071133736,18903.317002369964,92.33931031527675,7.916575075476583,1.1358539291710015,3795948.822
37,1456686.4141096072,33426.24482317711,18360.541375143886,119.09849779449263,10.33713307379445,19801.191627307297,0.9764338961373612,16253.01176358216,8004.396057078832,53.93623576842203,3.607087077723366,0.23564630744945672,373773.08145672485,7759.6872979331365,4399.850161173367,128.82734225613507,19.544174342600876,4576.31891259785,5.084654972079849,3557.665211817449,1896.9057970076667,58.66293270089656,6.933751577408785,1.2682241851396154,2249848.6795569453,42660.818337863806,24884.981530645273,1.3268553999119823,0.040591243665954284,26227.971416167205,0.0017117349562684454,18339.88662296002,10661.219992382214,0.6056713431433266,0.014593503994581924,4.4098627160266645e-4,4080308.1751232776,83846.75045897406,47645.37306696252,249.2526954505397,29.92189866006128,50605.481956072355,6.0628006031734785,38150.56359835964,20562.521846468713,113.20483981246193,10.555432159126733,1.5043114788606746,4262490.018
38,1554075.1304914441,46287.37596000829,23803.03698916796,153.07095576220942,13.499456897370624,25735.468525571057,1.2856211490670117,24259.34761816324,11414.21648133206,67.80509241984929,4.644165185917293,0.30918725292965066,398444.8531594004,11466.188820916721,5693.590714094951,165.3649030696255,25.670570616781365,5957.471474101175,6.758357800380022,6425.732297324462,2719.2307743408765,73.10958633112189,8.937176987532204,1.6737028283001727,2398700.4368353854,65281.373128672036,31953.966445450485,1.6973279654558708,0.053543924011469686,34243.41042164283,0.0022969597466358307,37705.36272155975,15084.807930751529,0.7465711305276751,0.018804928249189334,5.852247903673851e-4,4351220.4204862295,123034.93790959705,61450.5941487134,320.1331867972908,39.22357143816346,65936.35042131506,8.04627590919367,68390.44263704745,29218.255186424467,141.66124988149883,13.600147101698687,1.9834753060201908,4601792.706
39,1644041.1009890165,42600.453916322425,28798.484267282423,195.58978642498292,17.530522261058234,33266.07190294228,1.688615750284737,8873.081502427514,12573.003546113385,85.98951879481412,5.960505469065065,0.4029946012177253,421346.3340996801,10662.172818143827,7029.308174027604,212.33460251041978,33.48409213340453,7734.03812192928,8.948091575377772,2365.2410597202743,3169.2570624931695,94.02116766142699,11.49091887271986,2.1897337749977503,2534507.508061293,62534.2409197941,40094.51083911875,2.179397430450523,0.06999554128676422,44620.087721903394,0.0030649188583879152,15770.588774092274,18517.720982970208,0.9646936328509594,0.024131208392815368,7.679591117520845e-4,4599894.9431499895,115796.86765426035,75922.30328042878,410.10378636585324,51.084609935749526,85620.19774677495,10.639772244520898,27008.91133624006,34259.98159157676,180.97538008909206,17.47555555017774,2.593496335327228,4877476.140000001
40,1712009.3195993274,52612.725110567975,33242.59552424412,241.1868427229961,22.509868365784076,42038.421330039615,2.209724732133407,23267.82938968916,13267.558195443606,100.13411702892573,7.472158285045985,0.5211089818486699,439560.6345435324,12541.658799872637,8102.808706789649,263.48664981605015,43.21712289799753,9826.15135944911,11.790817642215393,5108.827556147742,3229.3415744189315,110.5718692947245,14.507056232212438,2.84272606683762,2647873.9568820093,70547.20234402249,46304.275887726595,2.7134199329311297,0.09055467267729261,56948.19684755205,0.004064083822404005,26551.391179283728,18538.429755055346,1.1450381230943938,0.03055078103068935,9.991649640160897e-4,4799443.911024869,135701.5862544631,87649.68011876036,507.3869124719774,65.8175459364589,108812.76953704077,14.004606458171203,54928.04812512063,35035.32952491788,211.85102444674462,22.009765298289114,3.364834213650306,5131953.156
41,1899759.4715761733,61142.44232246345,39495.683330098465,292.4891453412621,28.4494997768929,52359.6703683259,2.873757820708709,25133.96002315407,16632.24281125859,117.84883304807875,9.114044385460604,0.664033088575302,487828.54262125655,14714.391589571145,9563.640332266137,320.003763527296,54.87826601670269,12273.494298713476,15.429128648693744,6152.723922275787,3979.991132577279,129.29282138615852,17.771264031513912,3.638311006478352,2940057.0021492885,82542.0091120636,54262.98585047036,3.2946162777118886,0.11521731764165787,71285.98770877717,0.005345805083366166,34291.91473272098,22297.107964679857,1.3307934962604928,0.037479857573986704,0.0012817212609621607,5327645.016346718,158398.8430240982,103322.30951283495,615.7875251462699,83.44298311123725,135919.15237581654,18.30823227448582,65578.59867815084,42909.34190851572,248.47244793049776,26.922788274548502,4.303625816314616,5725732.86
42,2068431.6837573922,64629.71838938456,45305.9270829424,350.14549014237446,35.45507510333194,64424.542965461544,3.7072395736174393,21402.887818781146,17940.611751860048,137.88930142978245,10.98813180490463,0.8334817529087303,531367.0115939598,15461.427277214982,10935.258637566109,382.94523311923217,68.6336346933151,15124.941258303039,20.012365143632785,5051.381027296854,4304.345339653018,150.71411240908415,21.452381525072337,4.5832364949390385,3204642.884597346,85462.66881087456,61660.16045707024,3.9312004325555066,0.1441746475018785,87877.1037971518,0.006962477068008153,26909.61755194215,23988.957853131196,1.5390651489764282,0.04512404970664051,0.0016166719846419874,5804441.579948698,165553.81447747408,117901.34617757874,737.0219236941621,104.23288444414892,167426.5880209164,23.726567194318232,53363.88639802015,46233.91494464426,290.14247898784305,32.48563737968361,5.418334919832411,6255893.3100000005
43,2221391.3649617387,67612.43289254884,50547.30159552881,411.1488235663216,43.55951016591282,78062.725508883,4.738707568503113,21909.410795653566,18949.696292489276,156.11987652623685,13.031538716125823,1.0314679948856735,570655.1764761353,16327.642926091616,12179.06723766355,449.1481847139206,84.53873215174698,18341.61878383296,25.699659410972192,5414.497117824458,4548.281468947825,170.16940171030845,25.456236659313248,5.687294267339408,3443665.7241956475,89610.73970236203,68111.28590465784,4.587065890377973,0.17735389015066785,106430.23680974447,0.008967807780193996,29153.020401698905,25004.94951021144,1.7205164532354214,0.05323254977064774,0.0020053307121858438,6235712.265633522,173550.81552100249,130837.6547378502,864.8840741706202,128.27559620781048,202834.58110246042,30.4473347872555,56476.92831517693,48502.92727164854,328.00979468978073,38.54100792520972,6.720767592937267,6743640.924000001
